80;ENERO 2024;EB 52-0024;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;1/9/2023;12;0;0;0;0;0;0
81;ENERO 2024;EB 55-0004;COMPRESORA DE AIRE;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;INGERSOLL RAND;NO OPERABLE ;;18;14924.28;0;0;0;0;0
82;ENERO 2024;EB 52-0021;VIBROCOMPACTADORA DE RODILLO LISO MANUAL;CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;29;16234.66;0;0;0;0;0
83;ENERO 2024;EB 44-0037;VIBROCOMP. A GOLPE  (RODILLO DE PISONES);CUSTODIA;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;NO OPERABLE ;;9;706.66;0;0;0;0;0
84;ENERO 2024;EBC-203;CAMIONETA;PROCESO LEGAL;LINEA RECTA  VSIAF (ExECE-ExICE);AUTOMOTOR;NISSAN;SE DESCONOCE;;7;1413.1;0;0;0;0;0
85;ENERO 2024;2504SFX;VAGONETA ;PROCESO LEGAL;LINEA RECTA  VSIAF (ExECE-ExICE);AUTOMOTOR;NISSAN;SE DESCONOCE ;;10;7499.42;0;0;0;0;0
86;ENERO 2024;EB 42-0054;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;24;12663.33;0;0;0;0;0
87;ENERO 2024;EB 42-0058;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;18;8427.7;0;0;0;0;0
88;ENERO 2024;EB 42-0045;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;10;14405.17;0;0;0;0;0
89;ENERO 2024;EB 42-0040;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;20;27812.63;0;0;0;0;0
90;ENERO 2024;EB 42-0060;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;16;5218.96;0;0;0;0;0
91;ENERO 2024;EB 42-0046;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;25;0;0;0;0;0;0
92;ENERO 2024;EB 42-0047;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;8;18781.94;0;0;0;0;0
93;ENERO 2024;EB 42-0039;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;12;27469.14;0;0;0;0;0
94;ENERO 2024;EB 46-0044;EXCAVADORA HIDRAULICA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;11;14676.97;0;0;0;0;0
95;ENERO 2024;EB 46-0041;EXCAVADORA HIDRAULICA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;1;0;0;0;0;0;0
96;ENERO 2024;EB 46-0032;EXCAVADORA HIDRAULICA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;18;9736.94;0;0;0;0;0
97;ENERO 2024;EB 46-0040;EXCAVADORA HIDRAULICA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;18;0;0;0;0;0;0
98;ENERO 2024;EB 46-0038;EXCAVADORA HIDRAULICA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;15;17631;0;0;0;0;0
99;ENERO 2024;EB 46-0034;EXCAVADORA HIDRAULICA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;13;0;0;0;0;0;0
100;ENERO 2024;EB 46-0036;EXCAVADORA HIDRAULICA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;1;8427.74;0;0;0;0;0
101;ENERO 2024;EB 46-0042;EXCAVADORA HIDRAULICA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;11;1498.94;0;0;0;0;0
102;ENERO 2024;EB 55-0003;COMPRESORA DE AIRE;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;INGERSOLL RAND;OPERABLE;9/1/2023;12;12923.86;0;0;0;0;0
103;ENERO 2024;EB 42-0055;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;8;8105.48;0;0;0;0;0
